event_number,clip_name,start,end
049,Beyond Grit Episode 18 Clean.mxf,00:02:00;23,00:02:03;27
050,rooks_jamorant_sitdown.mov,00:02:03;27,00:02:05;02
051,rooks_tp1_chicago_scenics_2.mov,00:02:05;02,00:02:09;24
052,MVI_8986.MP4,00:02:09;24,00:02:14;05
053,MVI_8991.MP4,00:02:14;05,00:02:15;08
054,MVI_8996.MP4,00:02:15;08,00:02:17;24
055,MVI_8995.MP4,00:02:17;24,00:02:19;10
056,MVI_8997.MP4,00:02:19;10,00:02:20;25
057,MVI_8987.MP4,00:02:20;25,00:02:22;25
058,MVI_8987.MP4,00:02:22;25,00:02:25;21
059,MVI_8987.MP4,00:02:25;21,00:02:30;17
060,MVI_4779.MP4,00:02:30;17,00:02:35;13
061,MVI_4779.MP4,00:02:35;13,00:02:41;03
062,MVI_0305.MP4,00:02:41;03,00:02:42;13
063,MVI_4899.MP4,00:02:42;13,00:02:44;10
064,MVI_0321.MP4,00:02:44;10,00:02:47;02
065,MVI_4899.MP4,00:02:47;02,00:02:49;27
066,MVI_0321.MP4,00:02:49;27,00:02:51;12
067,MVI_0266.MP4,00:02:51;12,00:02:53;03
068,MVI_0303.MP4,00:02:53;03,00:02:54;09
069,MVI_4905.MP4,00:02:54;09,00:02:56;01
070,MVI_0323.MP4,00:02:56;01,00:02:59;21
071,C0008.MP4,00:02:59;21,00:03:01;05
072,MVI_4896.MP4,00:03:01;05,00:03:03;04
073,MVI_0321.MP4,00:03:03;04,00:03:04;04
074,MVI_0317.MP4,00:03:04;04,00:03:07;05
075,MVI_0004.MP4,00:03:07;05,00:03:07;21
076,MVI_4766.MP4,00:03:07;21,00:03:08;06
077,MVI_0010.MP4,00:03:08;06,00:03:08;19
078,MVI_0320.MP4,00:03:08;19,00:03:08;04
079,MVI_0328.MP4,00:03:08;04,00:03:09;03
080,MVI_0285.MP4,00:03:09;03,00:03:10;06
081,MVI_0326.MP4,00:03:10;06,00:03:10;11
082,MVI_4802.MP4,00:03:10;11,00:03:10;25
083,MVI_4793.MP4,00:03:10;25,00:03:11;10
084,MVI_4788.MP4,00:03:11;10,00:03:11;27
085,MVI_0013.MP4,00:03:11;27,00:03:11;13
086,MVI_4816.MP4,00:03:11;13,00:03:13;16
087,IMG_0462.mp4,00:03:13;16,00:03:19;12
088,MVI_4816.MP4,00:03:19;12,00:03:20;25
089,MVI_0277.MP4,00:03:20;25,00:03:21;01
090,MVI_4893.MP4,00:03:21;01,00:03:22;07
091,MVI_0338.MP4,00:03:22;07,00:03:22;14
092,MVI_4888.MP4,00:03:22;14,00:03:23;16
093,MVI_0329.MP4,00:03:23;16,00:03:23;28
094,MVI_0266.MP4,00:03:23;28,00:03:24;25
095,MVI_0329.MP4,00:03:24;25,00:03:25;28
096,MVI_0289.MP4,00:03:25;28,00:03:35;04
097,MVI_0339.MP4,00:03:35;04,00:03:39;14
098,MVI_4911.MP4,00:03:39;14,00:03:42;11
099,C0015.MP4,00:03:42;11,00:03:44;08
100,MVI_0339.MP4,00:03:44;08,00:03:44;26
101,MVI_0310.MP4,00:03:44;26,00:03:48;28
102,rooks_tp1_chicago_scenics_2.mov,00:03:48;28,00:03:50;07
103,rooks_tp1_chicago_scenics_1.mov,00:03:50;07,00:03:53;00
104,rooks_tp1_chicago_scenics_2.mov,00:03:53;00,00:03:55;23
105,rooks_coby_phantom_vs_dal.mov,00:03:55;23,00:03:59;00
106,MVI_0005.MP4,00:03:59;00,00:04:02;26
107,rooks_tp1_chicago_scenics_3.mov,00:04:02;26,00:04:04;09
108,rooks_tp1_chicago_scenics_3.mov,00:04:04;09,00:04:05;15
109,rooks_coby_phantom_vs_dal.mov,00:04:05;15,00:04:06;16
110,rooks_coby_phantom_vs_dal.mov,00:04:06;16,00:04:07;04
111,rooks_coby_phantom_vs_dal.mov,00:04:07;04,00:04:08;19
112,rooks_coby_phantom_vs_dal.mov,00:04:08;19,00:04:09;20
113,rooks_coby_phantom_vs_dal.mov,00:04:09;20,00:04:10;04
114,rooks_cony_2_star_plays.mov,00:04:10;04,00:04:11;09
115,rooks_cony_2_star_plays.mov,00:04:11;09,00:04:13;11
116,rooks_cony_2_star_plays.mov,00:04:13;11,00:04:14;27
117,rooks_cony_2_star_plays.mov,00:04:14;27,00:04:15;13
118,rooks_run_with_us_ep6.mp4,00:04:15;13,00:04:17;23
119,MVI_0013.MP4,00:04:17;23,00:04:20;15
120,rooks_chicago_scenics_mw_1.mov,00:04:20;15,00:04:20;20
121,rooks_chicago_scenics_mw_1.mov,00:04:20;20,00:04:21;25
122,rooks_chicago_scenics_mw_1.mov,00:04:21;25,00:04:21;16
123,rooks_chicago_scenics_mw_1.mov,00:04:21;16,00:04:22;03
124,rooks_chicago_scenics_mw_1.mov,00:04:22;03,00:04:22;13
125,MVI_0007.MP4,00:04:22;13,00:04:22;03
126,MVI_0007.MP4,00:04:22;03,00:04:23;02
127,rooks_jordan_statue.mov,00:04:23;02,00:04:25;26
128,MVI_0011.MP4,00:04:25;26,00:04:27;22
129,MVI_0011.MP4,00:04:27;22,00:04:29;26
130,MVI_0011.MP4,00:04:29;26,00:04:31;19
131,MVI_0008.MP4,00:04:31;19,00:04:32;27
132,rooks_mj_88_dunk_contest.mov,00:04:32;27,00:04:36;01
133,rooks_mj_88_dunk_contest.mov,00:04:36;01,00:04:40;11
134,rooks_mj_88_dunk_contest.mov,00:04:40;11,00:04:41;17
135,MVI_0010.MP4,00:04:41;17,00:04:48;00
136,Coby_1_CBB_ACC_Tournament_Duke_v_North_Carolina_TRUCK_MELT_3_15_2019_HD_EVS_Archive___StLewisJ___22_14_32_00___22_15_40_00.mxf,00:04:48;00,00:04:51;08
137,NBA_Rooks_Coby_White_1_CBB_Virginia_Tech_v_North_Carolina_BKAC_4626_MELT_1_21_2019___GomezI___21_25_17_00___21_26_59_00.mxf,00:04:51;08,00:04:53;16
138,NBA_Rooks_Coby_White_1_CBB_Virginia_Tech_v_North_Carolina_BKAC_4626_MELT_1_21_2019___GomezI___21_25_17_00___21_26_59_00.mxf,00:04:53;16,00:04:54;29
139,MVI_0010.MP4,00:04:54;29,00:04:58;14
140,MVI_0008.MP4,00:04:58;14,00:05:02;06
141,MVI_0008.MP4,00:05:02;06,00:05:04;15
142,MVI_0021.MP4,00:05:04;15,00:05:05;15
143,MVI_0021.MP4,00:05:05;15,00:05:05;17
144,MVI_0021.MP4,00:05:05;17,00:05:06;03
145,rooks_tp2_chicago_scenics.mov,00:05:06;03,00:05:06;06
146,rooks_tp2_chicago_scenics.mov,00:05:06;06,00:05:07;19
147,MVI_0022.MP4,00:05:07;19,00:05:09;23
148,MVI_0022.MP4,00:05:09;23,00:05:11;11
149,MVI_0024.MP4,00:05:11;11,00:05:14;07
150,MVI_0024.MP4,00:05:14;07,00:05:17;13
151,MVI_0024.MP4,00:05:17;13,00:05:19;00
152,MVI_0025.MP4,00:05:19;00,00:05:21;05
153,MVI_0025.MP4,00:05:21;05,00:05:26;28
154,MVI_0025.MP4,00:05:26;28,00:05:29;16
155,MVI_0025.MP4,00:05:29;16,00:05:34;11
156,MVI_0025.MP4,00:05:34;11,00:05:40;07
157,MVI_0041.MP4,00:05:40;07,00:05:41;08
158,rooks_tp1_chicago_scenics_2.mov,00:05:41;08,00:05:42;11
159,MVI_0036.MP4,00:05:42;11,00:05:42;27
160,MVI_0027.MP4,00:05:42;27,00:05:42;15
161,MVI_0039.MP4,00:05:42;15,00:05:43;09
162,MVI_0013.MP4,00:05:43;09,00:05:44;03
163,MVI_0018.MP4,00:05:44;03,00:05:46;11
164,AM5T2689.MOV,00:05:46;11,00:05:48;10
165,MVI_0375.MP4,00:05:48;10,00:05:50;10
166,MVI_4819.MP4,00:05:50;10,00:05:53;18
167,rooks_all_star_zion_sitdown.mov,00:05:53;18,00:05:56;08
168,MVI_4827.MP4,00:05:56;08,00:05:58;24
169,MVI_4839.MP4,00:05:58;24,00:06:02;02
170,rooks_all_star_zion_sitdown.mov,00:06:02;02,00:06:03;00
171,MVI_4833.MP4,00:06:03;00,00:06:13;20
172,MVI_4834.MP4,00:06:13;20,00:06:23;25
173,MVI_4859.MP4,00:06:23;25,00:06:26;19
174,rooks_jamorant_sitdown.mov,00:06:26;19,00:06:30;09
175,MVI_0368.MP4,00:06:30;09,00:06:36;10
176,MVI_0368.MP4,00:06:36;10,00:06:37;09
177,MVI_4853.MP4,00:06:37;09,00:06:39;05
178,MVI_0368.MP4,00:06:39;05,00:06:40;25
179,MVI_4853.MP4,00:06:40;25,00:06:44;04
180,rooks_all_star_zion_sitdown.mov,00:06:44;04,00:06:47;17
181,MVI_4853.MP4,00:06:47;17,00:06:51;21
182,MVI_4863.MP4,00:06:51;21,00:06:53;05
183,rooks_rjbarrett_sitdown.mov,00:06:53;05,00:07:00;10
184,MVI_0370.MP4,00:07:00;10,00:07:03;24
185,MVI_4854.MP4,00:07:03;24,00:07:05;06
186,MVI_0370.MP4,00:07:05;06,00:07:06;21
187,MVI_4854.MP4,00:07:06;21,00:07:08;27
188,MVI_0368.MP4,00:07:08;27,00:07:10;29
189,MVI_0350.MP4,00:07:10;29,00:07:12;00
190,MVI_0350.MP4,00:07:12;00,00:07:15;28
191,MVI_0363.MP4,00:07:15;28,00:07:18;15
192,MVI_0355.MP4,00:07:18;15,00:07:24;24
193,rooks_rjbarrett_sitdown.mov,00:07:24;24,00:07:26;03
194,MVI_0357.MP4,00:07:26;03,00:07:30;12
195,MVI_4863.MP4,00:07:30;12,00:07:35;00
196,MVI_4864.MP4,00:07:35;00,00:07:37;06
197,Zion AAU.jpg,00:07:37;06,00:07:41;22
198,MVI_4855.MP4,00:07:41;22,00:07:45;15
199,rooks_all_star_zion_sitdown.mov,00:07:45;15,00:07:46;26
200,MVI_0371.MP4,00:07:46;26,00:07:53;02
201,MVI_0369.MP4,00:07:53;02,00:07:58;10
202,MVI_4875.MP4,00:07:58;10,00:08:00;24
203,MVI_4876.MP4,00:08:00;24,00:08:05;13
204,MVI_4874.MP4,00:08:05;13,00:08:14;27
205,rooks_jamorant_sitdown.mov,00:08:14;27,00:08:18;28
206,MVI_0385.MP4,00:08:18;28,00:08:35;19
207,rooks_trae_young_sitdown.mov,00:08:35;19,00:08:37;11
208,MVI_0385.MP4,00:08:37;11,00:08:39;12
209,MVI_0385.MP4,00:08:39;12,00:08:40;00
210,MVI_0385.MP4,00:08:40;00,00:08:56;14
211,MVI_0385.MP4,00:08:56;14,00:08:59;03
212,rooks_chicago_scenics_mw_1.mov,00:08:59;03,00:09:04;25
213,MVI_0388.MP4,00:09:04;25,00:09:10;19
214,MVI_0411.MP4,00:09:10;19,00:09:14;00
215,MVI_0417.MP4,00:09:14;00,00:09:16;06
216,MVI_4758.MP4,00:09:16;06,00:09:19;18
217,MVI_4797.MP4,00:09:19;18,00:09:21;18
218,MVI_4792.MP4,00:09:21;18,00:09:26;00
219,MVI_4792.MP4,00:09:26;00,00:09:32;27
220,MVI_0421.MP4,00:09:32;27,00:09:37;00
221,MVI_0421.MP4,00:09:37;00,00:09:42;21
222,MVI_0421.MP4,00:09:42;21,00:09:44;22
223,MVI_4811.MP4,00:09:44;22,00:09:48;26
224,MVI_0423.MP4,00:09:48;26,00:09:55;04
225,MVI_0427.MP4,00:09:55;04,00:09:57;07
226,MVI_4847.MP4,00:09:57;07,00:10:01;06
227,MVI_4847.MP4,00:10:01;06,00:10:04;23
228,MVI_4847.MP4,00:10:04;23,00:10:06;12
229,MVI_4847.MP4,00:10:06;12,00:10:10;08
230,MVI_0440.MP4,00:10:10;08,00:10:11;04
231,MVI_0440.MP4,00:10:11;04,00:10:12;25
232,MVI_0440.MP4,00:10:12;25,00:10:19;00
233,MVI_0440.MP4,00:10:19;00,00:10:20;09
234,MVI_0440.MP4,00:10:20;09,00:10:23;15
235,rooks_rs_phantom_pw_mag1.mov,00:10:23;15,00:10:26;08
236,MVI_4823.MP4,00:10:26;08,00:10:29;06
237,MVI_4956.MP4,00:10:29;06,00:10:35;14
238,MVI_4956.MP4,00:10:35;14,00:10:39;24
239,MVI_0018.MP4,00:10:39;24,00:10:43;07
240,MVI_0018.MP4,00:10:43;07,00:10:46;22
241,MVI_0019.MP4,00:10:46;22,00:10:48;12
242,MVI_0021.MP4,00:10:48;12,00:10:54;13
243,MVI_4972.MP4,00:10:54;13,00:11:00;25
244,MVI_4990.MP4,00:11:00;25,00:11:02;09
245,MVI_4990.MP4,00:11:02;09,00:11:06;14
246,MVI_0042.MP4,00:11:06;14,00:11:08;24
247,rooks_rising_stars_game_wire_melt.mov,00:11:08;24,00:11:09;29
248,mw_rising_stars_021420_2q_morant_zion_alleyoop.mov,00:11:09;29,00:11:15;21
249,pw_rising_stars_021420_1q_morant_zion_alleyoop.mov,00:11:15;21,00:11:19;07
250,rooks_rising_stars_game_wire_melt.mov,00:11:19;07,00:11:20;26
251,pw_rising_stars_021420_1q_zion_dunk.mov,00:11:20;26,00:11:27;20
252,rooks_rising_stars_plays_ja.mov,00:11:27;20,00:11:29;19
253,rooks_phantom_selects_pw_021420.mov,00:11:29;19,00:11:36;28
254,rooks_rising_stars_game_wire_melt.mov,00:11:36;28,00:11:39;11
255,mw_rising_stars_021420_2q_morant_between_legs_pass_zion_alleyoop.mov,00:11:39;11,00:11:57;22
256,rooks_phantom_selects_pw_021420.mov,00:11:57;22,00:12:07;12
257,MVI_4854.MP4,00:12:07;12,00:12:10;04
258,MVI_0055.MP4,00:12:10;04,00:12:14;02
259,MVI_4854.MP4,00:12:14;02,00:12:17;07
260,MVI_4853.MP4,00:12:17;07,00:12:21;29
261,MVI_0054.MP4,00:12:21;29,00:12:26;17
262,MVI_4869.MP4,00:12:26;17,00:12:29;12
263,MVI_4869.MP4,00:12:29;12,00:12:31;23
264,MVI_4869.MP4,00:12:31;23,00:12:34;24
265,MVI_0467.MP4,00:12:34;24,00:12:38;16
266,MVI_4860.MP4,00:12:38;16,00:12:55;04
267,MVI_0467.MP4,00:12:55;04,00:12:57;29
268,MVI_4810.MP4,00:12:57;29,00:12:59;12
269,MVI_0468.MP4,00:12:59;12,00:13:04;27
270,MVI_4871.MP4,00:13:04;27,00:13:06;18
271,MVI_0468.MP4,00:13:06;18,00:13:10;25
272,MVI_4871.MP4,00:13:10;25,00:13:13;12
273,MVI_0468.MP4,00:13:13;12,00:13:15;10
274,MVI_4871.MP4,00:13:15;10,00:13:16;21
275,MVI_0468.MP4,00:13:16;21,00:13:17;28
276,MVI_4871.MP4,00:13:17;28,00:13:19;10
277,ROOKS EPISODE 8 SPLIT CLEAN.mov,00:13:19;10,00:13:26;11
278,EPISODE 4 SPLIT CLEAN.mov,00:13:26;11,00:13:30;15
